nama wisata,lokasi,kabupaten,provinsi,url_image
Telaga Biru Bungkutoko,"Unnamed Road, 93234, Indonesia",Kota Kendari,Sulawesi Tenggara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHliu7H3yXftNORacQc-NP0oEAnQMM8QfeaQUQwNF1xYn1okthkuW_NZRVe_UiN_iXFlWxCkL644b4CWBdyKUUu1AfMAaXGmg5HXldYz-a2BaEkzo7XeVHtjfiuWYzyqKcVhJHLnQ=w1200-h800-k-no
Wisata Permandian Air Loka,"Unnamed Road, 8G9W+6PP, Kaimbulawa, Kec. Siompu, Kabupaten Buton, Sulawesi Tenggara, Indonesia",Kabupaten Buton,Sulawesi Tenggara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGQ2_YHPHiiQ2WTu7QGvMhvuVvilPchuMHqoTkqeOr9D5-1epZ2AF0qXlNrxlWgcA8R62-qfT--o4dLBXtXPA94t_SF5dYVf3SvQQO9LWOcwOFkZpIxw3M1wMM1u1zJ-CPUBcQ=w1200-h800-k-no
Bukit Palipi Sendana Kab. Majene.,"MRMX+HF4, Sendana, Kec. Sendana, Kabupaten Majene, Sulawesi Barat 91452, Indonesia",Kabupaten Majene,Sulawesi Barat,https://lh3.googleusercontent.com/gps-cs-s/APNQkAExXD9OeCBNCJ-Rj_1b5vHLp1_A1WO1oNcHvvqSjy8Ulf1WrBjSKJ1xEvq0QSnN1iBRwNG6kgMCqPXA4I2YCE_zlZzcIOs1MLaSSLJkbFwk3q20xZMs8QBn1fjc-I4tk9t1Mnpa=w1200-h800-k-no
Kawasan Wisata Alam Citta,"H28J+8HR, Citta, Kec. Citta, Kabupaten Soppeng, Sulawesi Selatan 90861, Indonesia",Kabupaten Soppeng,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFrRp4tAQCrqKya_BBngqedzm4Sl5fBbBBsi65mtpRo8IHXL_EkwqkZUOcoo94ONR6BdmikjqhhiN8Rdea2uD7OeT4ZBErJy1cr0RmuzgjzrbZ4dbstt1J8igAYQisEfa3O4GqMZA=w1200-h800-k-no
Taman Marlina,"P7PG+RRW, Mongkonai Bar., Kec. Kotamobagu Bar., Kota Kotamobagu, Sulawesi Utara, Indonesia",Kota Kotamobagu,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGiWSR6z40hn07iRZn2vQKEjxhhIp6h8TzQUhb3sjMoWqKQbQ5soLWrxOFiav3LRxLXZlTmwdjQtEgdUXrAJA-v73RGCni8O3WR_9_7j7smGG3eWujggiFlFUTPB3tA62zKYoc=w1200-h800-k-no
Benteng TIWORO,"Waumere Tiworo kepulauan, 6C3J+4Q3, Waumere, Barat, Kabupaten Muna, Sulawesi Tenggara 93653, Indonesia",Kabupaten Muna,Sulawesi Tenggara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEE7-amlV7y4VTOYgxvjQ7kaMhOV_ryyR8OOQPyziM6UuADvk3TAtwLsXYiPkVh3JGDRNBoBQgA5bdu5QYbzEzKpQ2Ta47cDxkxMcoFrr6Qi3XGEfgoC-Pitl1OsMfGqWujuAtbrA=w1200-h800-k-no
Lembah kendenan,"PMXR+QM9, Ratte Buttu, Kec. Bonggakaradeng, Kabupaten Tana Toraja, Sulawesi Selatan 91872, Indonesia",Kabupaten Tana Toraja,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHMRGlukxnnipW71AvZEe7r93v9BBFblfjd9ZMIaMXg2z6v4YSFvN2DO8rf4TBIfuJwBVCaJuK54MLha8wllVCu4WahJJd58DlKHuDB-XF1SU6uAXnBSgPoLldaHAAhJUNVoyA_yA=w1200-h800-k-no
Pantai Kupu-kupu,"Pantai Kupu-kupu, Magani, Nuha, East Luwu Regency, South Sulawesi 92983, Indonesia",Kabupaten Luwu Timur,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGEoPQ3kURKZ9S3Qf8Fi6cfab-DHdKmv4vDnuZ8kU4pmSjpgDblZ6vcFgkwWZZ0nWZ-OPs6H2lsfLB7MP46fxy1dFiga_PutDdOqQ1fUzr7Fq8gJGL6C12B0UqeTDcyWl3aEMeu=w1200-h800-k-no
Laguna Mahumalalang,"GCCQ+2PC, Kepulauan Labengki, Sulawesi Tenggara 93352, Indonesia",Kabupaten Konawe Utara,Sulawesi Tenggara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGCRtYM6oyk7Z_zreE6_prYdv8h3iVyRW14luBb-r7KPSDAo5uJYFY8GDBtGsfR-B_A5sKWLnQs1F3grxViCgiD-2p89pF18SLWiKdnjMrZqSYhNOsIxhKh_G1owivFMjTESBo=w1200-h800-k-no
Al Azhar Beach Camp,"8RP9+757, Labuan Salumbone, Kec. Labuan, Kabupaten Donggala, Sulawesi Tengah 94353, Indonesia",Kabupaten Donggala,Sulawesi Tengah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGdRxLhomlLtUjJrX-4Okj26hsEwF0aG-p5rV70l1xuEa-cakn5iNfUMz0xrdjFVla_LfYKMnuU-uTFXd5L65y2h3bfAGFSDwkXrusDdIBNQFICYVLWTkBHIsqt-drOeI0Dk3ya=w1200-h800-k-no
Vila Purirano,"Jl. Dermaga Cinta, Purirano",Kota Kendari,Sulawesi Tenggara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEwrybgvr04fwbCrd4yqYk6lbRUh61GYU2TZu9_43ejio9MqWtHQiSYtF1fIl3NW_GgMT7lsDyHzyUYrSMlU7Q8XTbQ9FA8fnZkUdI-_alJoG6qajVMGFoF270nZrdwl5OxbLfexA=w1200-h800-k-no
Parepare Kota Cinta Habibie Ainun,"XJ3G+PG2 Ruang Terbuka Hijau, Sumpang Minangae, Kec. Bacukiki Bar., Kota Parepare, Sulawesi Selatan 91123, Indonesia",Kota Parepare,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHWUv6P1GpVEbKadmwnBXm2Lu6chWkNHXJgzNNoY29P0PIDPbcJYN_B5szDfqsXRs0z1GN7jiO20jXfjhUu0UaYy-OUJd7AEVmP1tihzunJrjdpZFSahsloBcqywFH0ifXUZBKy=w1200-h800-k-no
kawasan wisata Bantimurung,"Jl. Poros Bantimurung Maros No.100, Alatengae, Kec. Bantimurung, Kabupaten Maros, Sulawesi Selatan 90561, Indonesia",Kabupaten Maros,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG8Tm1TigASWnW2h6CFQFRJ6Ojo-f-gvPUJZ9nL-UhBev7c44lxsoCIySAGW2mcacyfbBic1AXexvQUrfuyHesZeyqmzhzWPEbll7mRD32U7TTBK8M4TlCybXwpQg1drZdClhVhZw=w1200-h800-k-no
Wisata Mangrove Trans Pato'a,"8VJ5+FVF, Unnamed Road, Duminanga, Kec. Bolaang Uki, Kabupaten Bolaang Mongondow Selatan, Sulawesi Utara, Indonesia",Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAExHSHIDN_0aRKoVEXAWoOJeOIr4jz4cEsc_w4ll3auS3tuY9X7KU7uvN1JA9hqQu-F7FxTtVkuYMDzjUlSFx51ewuYuUrvGBhIJZLm_Q_CveJ2Kioaf2PS0KT8pxJe41iCecOq=w1200-h800-k-no
Wisata Pantai Poigar,"Wisata Pantai Poigar, Poigar II, Kec. Sinonsayang, Kabupaten Minahasa Selatan, Sulawesi Utara, Indonesia",Kabupaten Minahasa Selatan,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGxcmUnbd_xo69tA9kwDgxu89w-dPkbFw6h1roO0V9rTJnvwiUDoqyh54aTCu1K1LIafVShxZlkLuiueEP3pwMMOumHw9S5qc8m41jE-iIRsVffK5KwqjyjLX_SGP4rzCS3pE4=w1200-h800-k-no
Wisata Taman mangrove BUMDesa Totobo,"Jl. By Pass, desa Totobo, Kabupaten Kolaka",Kabupaten Kolaka,Sulawesi Tenggara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFsUVR5qb238NBTd3ZkP2R9e8Ee1BXPcTiozTiN-t13JR42_LUjmIPfPa18hr0Z0lWuiS1Sgynb7qX8Bu2snsrNVmXq4teOTve9rVbAOe4r9KUUR9G-TIWZ9RevwkRGZUPo9Ys2=w1200-h800-k-no
Danau Motonuno,"3QF2+R4F, Lakarinta, Kec. Lohia, Kabupaten Muna, Sulawesi Tenggara 93658, Indonesia",Kabupaten Muna,Sulawesi Tenggara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHPNKXpuXdCc85khVk-U9-wjrN_FXQaUBUG0SBl9lf7BQko-gfIJSlonq221G7dr1POmC8OA7MW0_zh7kn_Kj2_QueIN-TzUG6PzKN9PeEqLmd2Cy60OVOjNdTe8ghc6_DM7nrNIw=w1200-h800-k-no
Pantai BatuMeja Sangkub (TableStone Beach),"Pantai BatuMeja Sangkub (TableStone Beach), Sampiro, Kec. Sangkub, Kabupaten Bolaang Mongondow Utara, Sulawesi Utara, Indonesia",Kabupaten Bolaang Mongondow Utara,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAERB4fUisku6byfwKZ1G4LBkyMEa2dZXk5jLZeQj6NyW6dZgbl0PrX2qwqYwwEoekxwPG-Pn2VYW8LMRtb26tVJq_JbIVHvWZLDHIe8I0LkWFvKk3pVPAoxz2iwcxBsg_hviEeA=w1200-h800-k-no
Pantai Parentek,"Pantai Parentek, Panterek, Lembean Timur, Minahasa Regency, North Sulawesi, Indonesia",Kabupaten Minahasa,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHS69Sgu7nLjFLK-hPvEicB8QmrdvX7HA9VmiU-lolvKF28nXPL-UzbGDYRAU2rhaTdlbBAut24XNh7nLwrcC_JFDLOU2i4geXkfLKrcVDZ6qATL7_iv2UoI8KjNyPkFemVR-mr=w1200-h800-k-no
Air Terjun Pincuni,"Balakia, Kec. Sinjai Bar., Kabupaten Sinjai, Sulawesi Selatan 92653, Indonesia",Kabupaten Sinjai,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF8xfFT0Ly-4lquwca51G2iP5Rt6fghQ8kceSqnKc1n8XJNN9m2EkJopk_42LGkPxXCIj2GqmQ86LC_h_VvpniDpYNgb-502-OK8D6ZMA46U2YVTxLYNiyCo84yC4OmxhJ284ck=w1200-h800-k-no
Puncak Donggala,"Jl. Poros Majene - Mamuju, Tosale, Kec. Banawa Tengah, Kabupaten Donggala, Sulawesi Tengah 94351, Indonesia",Kabupaten Donggala,Sulawesi Tengah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHZ5Jrv0a5neGFoYkhQUGd8tKOirF7p48KjIhNuaDfkU1ETXXJOGRMERRhVhs2SbMtscYM0M2UGQeqSrpZyCX0ptzGlJQwpkDMsacKqAYTR7YGElT29arFDkXEylvq26SRR6PCLZA=w1200-h800-k-no
Negeri Diatas Awan Buntu Liarra,"X7WP+VQ7, Parondobulawan, Kec. Tanduk Kalua, Kabupaten Mamasa, Sulawesi Barat 91366, Indonesia",Kabupaten Mamasa,Sulawesi Barat,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFcrg08OiHxQEk0uNL-NuyoVQvBQgMj0ngJGDtMHm3W_xM73AJz121mR-SOVOlYaeTTvVBccFRuPe7t6AAbK4MWonqcXSQGGFIYJAx9TxaFM2fg_cyRTcKTKyK3ysW9ece77ObW=w1200-h800-k-no
Tanarajae,"7F6W+P9W, Bonto Manai, Kec. Labakkang, Kabupaten Pangkajene Dan Kepulauan, Sulawesi Selatan 90653, Indonesia",Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG4Se2XG8lRgRJ-Zc45qeQPUHZBq6yvniG-3IsVp7t0StmKKdmC6-FNkq_rnp5pcFL6cn4jVdZf4yrd7voUlVkghH9ujuF_fvSLg_OZf0x9YiexD_A3Pzvc7CIBXux_1QLHfss=w1200-h800-k-no
Wisata Pesona Tanjung Tihu,"Jl. Trans Sulawesi, Tihu, Kec. Bonepantai, Kabupaten Bone Bolango, Gorontalo 96585, Indonesia",Kabupaten Bone Bolango,Gorontalo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGBfY5WetrcfBzB5zhbte1MZtPW9nk-eGsAAToOG00PTCKfU80doOuyvEZMfh7jQg6cDph8WaWlZ1W3Tc5712FiJMGHLcD6ygAbYRGDJhjaH7uaIzoaxd6Wq--pnlXwDnW0N8UAHA=w1200-h800-k-no
Air Terjun Latta Pitu,"FJ7C+FH5, Rajang, Kec. Lembang, Kabupaten Pinrang, Sulawesi Selatan 91254, Indonesia",Kabupaten Pinrang,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH4gVIhZEcU02ycB5VgJpEvT94sOJNgm768srp5A3hxARcarElH0BFNzztWMrW17UYy2oed3lOdj9od8Tep8XfpwfWkc57ipJm7j8RJcpM1CZgTPAzpqxPHFbnwlrOBsZasyJR6lg=w1200-h800-k-no
pantai talise,"4VVH+VG6, Talise, Kec. Mantikulore, Kota Palu, Sulawesi Tengah, Indonesia",Kota Palu,Sulawesi Tengah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHa_gD-AKfXSsJspDQrVmKGfk_tHA8zps8LA0UI4oBCTfJteQ-h2qU3smhAmR2xc9lUmA9wNejnB4EjJQ5a6HID-SCSUZflu0X3gk6zwJYc3iP38lqStpZYYbJ8Ck5PSTN03Jw=w1200-h800-k-no
Air Terjun Pelangi Jonjo Parigi,"PQ59+X5H, Jonjo, Kec. Parigi, Kabupaten Gowa, Sulawesi Selatan 92174, Indonesia",Kabupaten Gowa,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE3XHv1C_AL8rOIqli2jMjW9Gl0O-gDyCL6dxZo08vQA_N6wBzeZstAgz8HozasWFxNtetW7E9qF4PHKrMGX9PGX5dWRyQYJMsgZmh497xfsJ0JnqsFnV8ElHkYVlramdvDz6g=w1200-h800-k-no
Pantai batu meja tongkaina,"Pantai batu meja tongkaina, Tongkeina, Kec. Bunaken, Kota Manado, Sulawesi Utara, Indonesia",Kota Manado,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFzJIQp7ztdpprM0cjG4ey0JwvEU5IYC8zPCG5NF-Su9oGfN-0iYIU31MkFivKT9rtdBJZ4FR0-LziR_gsdpHrnpjID-FYMd9J_lu66udgH2OVedDi-1gCADpNbkNcKwCs1qkot=w1200-h800-k-no
Spot Foto Pantai Kuri,"Spot Foto Pantai Kuri, Nisombalia, Kec. Marusu, Kabupaten Maros, Sulawesi Selatan, Indonesia",Kabupaten Maros,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHz4QBmNY4JeYhhmj40Sv4vOa0gNwaIsPHbW7AFApuz75hHjJbp2gRAMxGYjHJQ32JWlbKRa5mmLUgNp5dZegMGtsYKaZOZbLcqea2of6LFlqAQAQ4hjgrCkOK2zoqjm2QxghI_=w1200-h800-k-no
Air Terjun Kajejen,"CRG3+2P8, Lewaja, Kec. Enrekang, Kabupaten Enrekang, Sulawesi Selatan 91712, Indonesia",Kabupaten Enrekang,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFK-NYiuYsAGPCdixQ-6Y2KFiqoV88_vykZVMhRpJHOgspDpE0-CjPSIhvuBUBtWexMTTO3MLHuKKJGXTiw4FKG79A4QAbscW3InGt8WbcL7pIbhaqp19mCbk869VHinv-2xdq6=w1200-h800-k-no
PERMANDIAN ALAM TOMPOTIKKA SALO MANGORRO,"Unnamed Road, Ussu, Kec. Malili, Kabupaten Luwu Timur, Sulawesi Selatan 92937, Indonesia",Kabupaten Luwu Timur,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEz6czpV6Q_u1Tt0SHRul6NC9Qx_rgAzBwotIjcUrAcuyv6h0PeOGQlSU85_aljq9qjS-n7gM5QZDVe8L-9lsxmq3F_pIEXvHTcX8qWLDEUV7otrDy4yEnzfnkJPg5IjjIWAyg=w1200-h800-k-no
Dermaga Dulupi,"Dulupi, Kec. Dulupi, Kabupaten Boalemo, Gorontalo 96263, Indonesia",Kabupaten Boalemo,Gorontalo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEwtQYLQHebq8L9rOyTag6ZD4oZ-8AM3U94k9TEqA2m2_S1PIleQswWc5dYTVwtYc9rJ_oDpwUPcVKcv6Aid83VUCHyx7F-dZahz_INHjCpOnLfOOFmfZ2oPRmTIsp2sGufhL3ewuAvT52e=w1200-h800-k-no
Panker ( Pantai Kering ),"JVXP+77X, Botto, Kec. Lalabata, Kabupaten Soppeng, Sulawesi Selatan 90811, Indonesia",Kabupaten Soppeng,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGbzkFrnHdwYIK5S9pZTTDSWJlnFr4flvNklrPuvFa3B0Vv3ong4fSvigb7jjXv0ga_TJkptpyglVu6d98KZY0SKupt2p7i1Iut7lb8Mj5AZvtArobg59P2d33az_0FJH-QFcFy=w1200-h800-k-no
Pantai Buol,"Pantai Buol, Jl. trans Sulawesi, Bugis, Kec. Biau, Kabupaten Buol, Sulawesi Tengah 94565, Indonesia",Kabupaten Buol,Sulawesi Tengah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEsi3l4Y7zXkY7xPTmhGFmSa7QE21rzT73rhM5ZkUwb3InNr3B9zyLmOFiEQx1NoEZA_4MBAbEPYM9XUFyswj5Bu6Jkf9lX8m3I6X6IQ8Z5t3ROObamRKHyrvgs2NQCMiDyi9F1=w1200-h800-k-no
Lannying 3,"Unnamed Road, Bonto Lojong, Kec. Uluere, Kabupaten Bantaeng, Sulawesi Selatan 92451, Indonesia",Kabupaten Bantaeng,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEP7yB8ZEIc2BlAaygtmSDvF5yDGnz1ovc2LDR1jGVzuJ_VgaxaOdX-R2K0dYk4-WgIrYURjY8JsKPD7DV4Pjhc7aOwNDfi85GZltSiUpc0cIKee_Ldgf1qmZ_yE39Vs3lKtECXf1PcIR4=w1200-h800-k-no
Pantai Molas,"GRPJ+9V3, Molas, Kec. Bunaken, Kota Manado, Sulawesi Utara, Indonesia",Kota Manado,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGWcESSphSWbHcEiCEnGVPkb5WrVysIUOPCu0wx6eSvq42m5z03fBqy3yQ0MByDuUWiOUr6Y6CLu_rVJ4g1Dkk4hftslYoA8kd1ToLUzpLZMpwMDNjrftqW3CuPBjELiY7CYZYs=w1200-h800-k-no
Pulau Kodingareng Keke,"V7VQ+WHH Gusung, P. Kondingareng, Kec. Ujung Tanah, Kota Makassar, Sulawesi Selatan, Indonesia",Kota Makassar,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE5iH4YNVf4-xZpDP-gxolK4cyW2OPpPXyu-ZS3aoUTtEOVPfKS_x4u1quNS7cqBOvQU8jV8Fg3j5hRgnnGfbQjPYfy8-kaLmoVPdak7UqsaARyCURqwhA-2h5ysoMtNl5VqIhUGA=w1200-h800-k-no
Leang Surukang,"Kalabbirang, Minasatene, Kalabbirang, Kec. Minasatene, Pangkajene, Sulawesi Selatan 90614, Indonesia",Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH_U0Gh-gR-PIRXgt1p-1s2V4Vqymjq13gCcLYZVehW1kSA93Z2Hbs87Y1Rho3L_kxmp5B-d3Mc9nT5ERhvotu5RBvIvDxMWWft49V_z4ePSZ7P2a28WD7MmKN2XRniKwymSabS=w1200-h800-k-no
Pantai Woka,"Pantai Woka, Dodap Pantai, Tutuyan, East Bolaang Mongondow Regency, North Sulawesi, Indonesia",Kabupaten Bolaang Mongondow Timur,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFt0FHBQgX4RJ9Q3_GyGeyDl3NXhhCt2q009633k95sgLIKP-oFbEZt9ZVPn_QYFKKJFETfayUenBz6a8tbckxHu350phTpQGlnCUZSZW5fOU_KvhLtW0UtDM4dxxMVzlQmGozY=w1200-h800-k-no
Anjungan Danau Talaga,"Talaga, Kec. Damsol, Kabupaten Donggala, Sulawesi Tengah 94356, Indonesia",Kabupaten Donggala,Sulawesi Tengah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAExwPV6Ot0a1Evkd1VFzhOzAVWjPJSbK74sqQMpyJMgFVsdWzHl0QT0SltzCviYqw0J0y-DuosQReodvE1wfsPfLFCz0ChpxSgi25XbsXe_rwV7Z21W_F2FPjG7ktC91JENv8kO=w1200-h800-k-no
Wisata Kuliner Lambe-Lambe Maros,"Batunapara, Baruga, Kabupaten Maros",Kabupaten Maros,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHyV7ShU9Z5kp5SV27cYvvBvWpXwoyasLtQuxENhgwkaykFWjshF93O8ZIh1k-vgCAxtmuUKmWQt8FToetrXV1Tbxt357iZZkv-KYugm3WaaI-MurwUD4rfx7R1qY5zNt3cxRNS=w1200-h800-k-no
Halona waterboom,"XF72+23, Barugaiya, Kab. Kepulauan Selayar",Kabupaten Kepulauan Selayar,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGb8pHJg1fDNa5SwzkR8IjABydnjqgsmStsPTyBFjmvQbxYnD2FCf3OJ0TKK5hjHsmRdU4Z7XiU6SKCEiNGt-uABczu9X2xDHJBSSqDKz7N9nMVki6dkEFCl_iYWauREtKMnaXO0Q=w1200-h800-k-no
Pantai Bunaken Luwu Timur (YOSUA),"63X7+8WR, Jl. Poros Malili - Batuputih, Harapan, Kec. Malili, Kabupaten Luwu Timur, Sulawesi Selatan 92981, Indonesia",Kabupaten Luwu Timur,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGMfiqjwG1LpOgsGrdUN4SFmVI2Q5fakNfTu0e5i3iFpBe33K7VwbIeadbDDCopET60xtGG3H9DT3SzF6tFDr0eUKqcbjofC4DH3xztQ0ltlGINkMaJdNx07AWE9-XTJPE-ANBv=w1200-h800-k-no
Objek wisata hutan pinus,"P64X+F86, Riso, Kec. Tapango, Kabupaten Polewali Mandar, Sulawesi Barat 91352, Indonesia",Kabupaten Polewali Mandar,Sulawesi Barat,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHRpPdkXtHVFyWmeJ7f5rDUoO1tSdrT_b6dmmIYuj0OH4GqMNizal4cD_U_BgjhJo3jl3a0YQtpkahL1V5qR5w4UV-oxrZCEhbIWGJdn_R2qQh33U_6TDWsVhX1RJRNcS5KZ3Zfng=w1200-h800-k-no
Kharisma Agrowisata,"2WFC+7F3, Jl. Liweinda, Jono Oge, Kec. Sigi Biromaru, Kabupaten Sigi, Sulawesi Tengah 94231, Indonesia",Kabupaten Sigi,Sulawesi Tengah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEY1F2SQ5v0NWHB_jxY77ru3Be8M1Nuk7Ln8iXCxRex3X7sxKjVweOwU8x5NUR-PcjeWCdwxeyXK7sHSLgrCKV6opaGY24e2ljvxnjvkpy-NThA25LzJjhY7dn-tL8chd405viswA=w1200-h800-k-no
Pantai Pasir Putih,"Pantai Pasir Putih, Watu Melewe, Kec. Tinanggea, Kabupaten Konawe Selatan, Sulawesi Tenggara, Indonesia",Kabupaten Konawe Selatan,Sulawesi Tenggara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEAOM5Gevm1vX-AqTZ1zQ4E9QDmwo5TjV_Bx7XLaO4vcAdZjJg-3HQ2zFH7ztxU2nAPBWKU26CKI0oRygbdDopwzeUniACZCIMD1I3TiAi2uPqDdk26j0RJY8VNY54SHfFfBM4=w1200-h800-k-no
Ekowisata Mangrove Tatakalai,"PCV9+277, Tatakalai, Kec. Tinangkung Utara, Kabupaten Banggai Kepulauan, Sulawesi Tengah 94885, Indonesia",Kabupaten Banggai Kepulauan,Sulawesi Tengah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEMSdebbtq1IU2QmxnoyK7ZI2muYMMCKTE9cCN38wMZ7--5d3xwtVQ5QvFNP9xHqJAxlEX3If4HzFNwBqpxE-4pXFcIAxit8-tI4P7-e1DH_vDJFyIRC61l2RHE4j4jsJqCMR7T=w1200-h800-k-no
Pantai Harapan Pomalaa,"Pantai Harapan Pomalaa, Pantai Harapan, Kec. Pomalaa, Kabupaten Kolaka, Sulawesi Tenggara 93562, Indonesia",Kabupaten Kolaka,Sulawesi Tenggara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGqevKyU-rafWO5raRaSN7BsYKuO9h6I1hj177k7UM-WLQgGUe1CiYqMH_vD7mpjgTXN1FfnNk9_BkTQsDJ4J0UwgQ9q-ZEGHtHkRg-Lzssask5F9tBSZPpP7BF2JyNBydaccQ74Q=w1200-h800-k-no
Kampong Batulelleng,"Kampong Batulelleng, Rantepao",Kabupaten Toraja Utara,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF9Vwz0mN-c86uqcLoogkRjuU4rE_Z58NnCz6I4A9wZaNUmKQVhriytixjIC_1s3zkzlVQNVUR_ioBftuH_BXdNoPfx0xOaFYE_ZyCi4p_AKpLoMrpSu397b90NnzpLMP08usni=w1200-h800-k-no
Jembatan Kuning Palu,"Jalan Rajamoili No.184, Lere",Kota Palu,Sulawesi Tengah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEzhKzyjXBVdoroEaYRr8tngeHPePJQZI91D93k77DSDzlqLBZGXFcIPGa5PnUVzfdo2bvyFWDmNbYEcAaALDNs61pxbyjgO9FpNBOp2Qj3k2e858KFGVPVNPc1TEweIzdDTeYX4eDYilg=w1200-h800-k-no
Sungai Lajjoro,"F64G+3J4, Jl. Cinaga, Lemoape, Kec. Palakka, Kabupaten Bone, Sulawesi Selatan 92761, Indonesia",Kabupaten Bone,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF1v47s4XyWvEbh98MPxnw5IBsvv9n6MjoM0B4Z5kwb7l45BDTO7n9Ek1ZVlZlQJy4EOTJFejxmbhIr0s5VjZSH87mi6JCKWRzABUcGMAfgsKDPx_NraweKTntglUAtCOHtcjye=w1200-h800-k-no
Laburang Gallang,"7RWF+FPR, Batu Mila, Kec. Maiwa, Kabupaten Enrekang, Sulawesi Selatan 91761, Indonesia",Kabupaten Enrekang,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEtRCgw8M7E4dw5RxtANLvkb41YXUrDGCc_gdssh4KfrSZItxEP03FiWf5UaSGZQpqBCLXtI56ft0Fbc6OPIigklsTgaGoZn9gLXp3QKGS_KxNLJm6UIXuwbIOQV1uMoa96KzED=w1200-h800-k-no
Pantai Kawasan Mega Mas,"Pantai Kawasan Mega Mas, Mega Mas, Kota Manado, Sulawesi Utara, Indonesia",Kota Manado,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGqpbctpZH-16UAY-ZXvF637ULx6D2lKWGnDRgfllyBgVHj1boFEB2Ln48Rgj0MyuPftbpuZF6k5HJVKLSpgLBf7CMNZqZdTvoLfmODhJQ1Nzn_38lqcAcx7vxNo4L18iV4aA6H=w1200-h800-k-no
