nama wisata,lokasi,kabupaten,provinsi,url_image
Masalili Hilltop,"4MJJ+W2C, Masalili, Kabupaten Muna",Kabupaten Muna,Sulawesi Tenggara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEK2DJ23Jk5d60CV-v1Rf86VqoiK62rSFBd5t0pBNx06ATUyi6VBcvRVPntIQjKnWtkENQIqsPuZQ_tdSaTeYsQN6Nj_i1ko_stOaGGsQYSqYFPrqkP9-wG3usJHYD-WZYVbfypq5Z3GndZ=w1200-h800-k-no
WAM(wisata Air Meronga),"J49V+MVF, Meronga Raya, Lalembuu, Kabupaten Konawe Selatan, Sulawesi Tenggara 93885, Indonesia",Kabupaten Konawe Selatan,Sulawesi Tenggara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFwl3o2ECTlZ8mQWYdGX5d1wR3jAgr0yyG9ZdTzmyjjQifgmxEJ27Eu_1b5pu1yU3TmUcyo11o0R_Pwv8CVnQKMs6cLP0hX7kg-LzHJBNQTizlYcnR8OzWPyVGEqvSrMuj3ilGRcg=w1200-h800-k-no
Wisata Batu Kembar,"CGG5+652, Patoloan, Kec. Bone-Bone, Kabupaten Luwu Utara, Sulawesi Selatan 91966, Indonesia",Kabupaten Luwu Utara,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFTYbXLF88kw_O6OVT0iqwGXJGAcDxP8zHph0e4cSbJsPbAx3kpCSeUQ7H7GdP-0r9hFDc8VBDB5tcfvQkUxdb3_2LagUaBj9oJsMYPYl0hkUEYApEJ7s849qmDF8_7lAHorcY9gCb61wW1=w1200-h800-k-no
Wisata Bahari Batu Beranak,"GM57+8RJ, Polewali, Kec. Lainea, Kabupaten Konawe Selatan, Sulawesi Tenggara 93881, Indonesia",Kabupaten Konawe Selatan,Sulawesi Tenggara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGjt7As5kA5OCzEnD2VeutoE9cQ0UAVI5AT_dzeMQ5EoZV50c0i38vvRcy97ubPP5GBxYvZcyLFbF_FNOI2e2lSDVaamfvwvkM_evu9t1zp_NNc3kE_XCM-qPvayGubUs1fx8PZmA=w1200-h800-k-no
Dusun Londa,"FPVP+7VV, Temban, Kec. Enrekang, Kabupaten Enrekang, Sulawesi Selatan 91711, Indonesia",Kabupaten Enrekang,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFBX0Daqb7CWpsGK22szJavNsWhBHkc6CuBpbHmB4jmj7lqMsgUtRAg-vsrH0zJqM50y8jY6_Z-wsojBg5X67kViVHOWGFBErpO3sulHxqzW2Of8oY5YAVgJLwMMd_XYRPj0rFH0A=w1200-h800-k-no
Pasabbeng,"Ladongi, Kabupaten Luwu Utara",Kabupaten Luwu Utara,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHRgCQPnHpnKU1qj8amUHSXNMWBSO6CAcgN-vZqCiLiwxP9iBgCvONdt_Kn3Bp2ytYB0u4mrivKIV2bCvKHjoLLnMyHdC7LW5-tlYuHSclX_LVkom3hZlwj4PM_H_fz0GLOpFXg=w1200-h800-k-no
Bukit Awan Wasuponda,"97XM+49, Tabarano, Kec. Wasuponda, Kabupaten Luwu Timur, Sulawesi Selatan 92983, Indonesia",Kabupaten Luwu Timur,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF695uwPT1rv7QQW3bNksb2RaO7GpngmWhID-I8BUxOdv15pHcj2-6K8S426XDGnLqZdVu4cTHrsVTTkFDU8S2b57RGtn1WZ3e4DdJgfoMZRrijklCM1wad2z7MG73B9ciDxPKRFQ=w1200-h800-k-no
Watu Tiwa Toar Lumimuut,"WFM3+3RW, Pinaesaan, Kec. Tompaso Baru, Kabupaten Minahasa Selatan, Sulawesi Utara, Indonesia",Kabupaten Minahasa Selatan,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHkNEPRgX5ep8eYK_AWOU2wnMBveYfqAMZWRift5H0YpnJjIndFksHS3E0mBBwR4FevOkdJsv3VGKFnZGDBLwhFFRuerMpPT88o5M0WKaZpbsLTE9fxrgPLJDiL-R5ahol_j5Cg7g=w1200-h800-k-no
Tracking Mangrove Bumdes Mandiri Tabilaa,"92GW+V68, Tabilaa",Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGZUpfW6IiEqCJWb8NbGH4CjvfsxLQKFQ15jlSgODfjt099gZiVyTrKkzT15C4KBDgyAHiZUCUF-cXk85iyPs0QOrgDLfmhZplybRDnjFQfeXtosts2cCoLTC5XgWy4ZD7UfZA=w1200-h800-k-no
GMIST BUKIT KASIH,"JG76+5JM, Tona II, Kec. Tahuna Tim., Kabupaten Kepulauan Sangihe, Sulawesi Utara, Indonesia",Kabupaten Kepulauan Sangihe,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHvuA3gl9a-EqR1VlvLmV6F46tu6nht97exix_N1KzOhWsMruxJ0J1ribgBlDt-Lck1mUWOgyAevQFX7yxpUM3V6kOVlZHlWt8bLahwkJoqokLJ-O-fKvbortRrWEh3dJl798sqsg=w1200-h800-k-no
Bukit Punggung Kuda Talise,"4VMW+V2, Talise, Kec. Mantikulore, Kota Palu, Sulawesi Tengah 94118, Indonesia",Kota Palu,Sulawesi Tengah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEeHDx4wrFpfAeTg18xfNyRWbDkp1Vb7FEsQpGA3kmiga5jcywayp2Nu5HsboowwIumzhBj5Xz1fhoofeb0xiNdNJQpS9XReheOUgQJHacRVhsc94GuALCXpfR_0s-mkjXJuAQP=w1200-h800-k-no
Wisata Alam Goa Lembono Mata,"82VH+29V, Laroue, Kec. Bungku Tengah, Kabupaten Morowali, Sulawesi Tengah 94973, Indonesia",Kabupaten Morowali,Sulawesi Tengah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHBV3qI1CDMGxP4cWtivZYZsAXqe4_9nBG0d2LjQhBhoIQJs3gCeCTXaLJA6gAxJYHMAZHRQLgE__uU8nQmu5IZnQwQ_Y2yjHushw4N71qESNJPM-ihoTAVaMaMp8nAtaumSX7ufA=w1200-h800-k-no
Bombana's Beach Garden,"93771, Indonesia",Kabupaten Bombana,Sulawesi Tenggara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE3dzh2mo0pHh1s5GxJnEJaSFe-lGh1Jp3iz51PIELHp42xsdHT5iDnrzHJAy0cknsr3pvc80p7swYTXR4IwmyBU7O2fGFQxW_Dga_5O-VElPbNLnx6vJ_AMNwXNtRrsORuPOY=w1200-h800-k-no
Permandian kaaghi,"4GM2+JFW, Jalan Poros, Lakanaha",Kabupaten Muna Barat,Sulawesi Tenggara,https://streetviewpixels-pa.googleapis.com/?cb_client\u003dmaps_sv.tactile
kioko beach,"3X4M+PQ2, Kec. Bonegunu, Kabupaten Buton Utara, Sulawesi Tenggara 93673, Indonesia",Kabupaten Buton Utara,Sulawesi Tenggara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFST7TEHE22vwdCtCGWCfmE8jeJHIAIL2QFZFCzGi1ERIFMV4LISKCky7VRcbEBgfFxO0qslxh-ls2vDkMy9qkFG2XBAbF-FInM0y-f0mih_r5rotb34vgzOfj5Ekonyk2rTN9nag=w1200-h800-k-no
WISATA SALUKAILI,"C8HG+QV6, Jl. Poros Palu - Mamuju, Baras, Kec. Baras, Kab. Pasangkayu, Sulawesi Barat 91572, Indonesia",Kabupaten Pasangkayu,Sulawesi Barat,https://lh3.googleusercontent.com/gps-cs-s/APNQkAExp8lYKMxB4Ld1tGSkrLT2t0zqjJrnf8oiSLhP3IcMpqxY9AWTNOKF9ACNvyHm01rrCHpsLXF9WLm8Zh-Tazyy2q1xGKI_WUnArvagz_VwZzZQeKQgKonQYJ7xQBDlQ71JfJcN=w1200-h800-k-no
Pantai Barane Kiri,"F273+QGH, Labuang, Kabupaten Majene",Kabupaten Majene,Sulawesi Barat,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGy6JLTcb8SHbD6KAqRreoKzC4Y53Jl8z_ox7XtX-6b14N9wuAdFuktJg-dn1RH401m79j89modmIldo_1OnQBMG2Iu8-BMw7beZ7YZpoHnYSxrRehNB8xZ9FT1bzxsDwH1aEzf=w1200-h800-k-no
Bukit Ceria,"J443+5P8, Bulotalangi, Kec. Bulango Tim., Kabupaten Bone Bolango, Gorontalo, Indonesia",Kabupaten Bone Bolango,Gorontalo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGdmrVOgoBdzGBxhSDI7UJtOilHFH9Li6sOowfX_Kuy1WrTVXH2S2tbYBDG-4Q5yChfzzV8Ycqsyzqs6MD-_lHVQZycjL6nbkbl9MCsN5OnI4eyJeNViMl71MVOH5peaUq6e52Y7DjQ7og=w1200-h800-k-no
Alun-Alun Kab. Bone,"F83C+VJ9, Macege",Kabupaten Bone,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGE1fhObxgiu-mFWsr1c-h_MqTWIwspMxB2fpKjXctQqdjD_2TQJGUSZJaz1uK8lrf7EZQdjI0P6XMB1ABxRCzk5j5VqxrMrtD_G-AZAmxJa1E4kFyhLWOCH4wSZHYPuF4UOKdZ=w1200-h800-k-no
Pantai berjodoh,"8J9W+GC4, Bonto Sunggu, Kec. Tamalatea, Kabupaten Jeneponto, Sulawesi Selatan 92811, Indonesia",Kabupaten Jeneponto,Sulawesi Selatan,https://streetviewpixels-pa.googleapis.com/?cb_client\u003dmaps_sv.tactile
Pantai Baloyya,"QCVW+774, Patikarya, Kec. Bontoharu, Kab. Kepulauan Selayar, Sulawesi Selatan 92855, Indonesia",Kabupaten Kepulauan Selayar,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH8Ow_1l_ZsFVfY9sP9PeT1_P5XqDotNYDqj7iLab6Ordhmlh-vWPaZV6S4K_8VsqszjX_bRagP8eQMYAB9z7Ja3qlGBAT5nRBcFBZ9SYxleD_86jzLE3-Fn4o-UenQ40eEJnqZsA=w1200-h800-k-no
Permandian Alam Lorong 2 Trans,"C425+CGH, Ussu, Kec. Malili, Kabupaten Luwu Timur, Sulawesi Selatan 92937, Indonesia",Kabupaten Luwu Timur,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHsRCj1KjZ6BQpQ7OSm289kQtdCojmvNKopeJrArxPtAq_wqHIZlM8NkUaqnpBuG3-f4vABfU2Y9iYH606mgzFHkvDpDSpfOPaP0hQ-EAzw5SQgCyDsTaB3JySnoW-ckudPwpm6UmX-s-1B=w1200-h800-k-no
Wisata Alam Rano Reindang Desa Leilem,"7R88+9WH, Leilem, Kec. Sonder, Kabupaten Minahasa, Sulawesi Utara, Indonesia",Kabupaten Minahasa,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGcgkWFPzpheU-BXrr_JeTCMs_diyYmaqDJEhzRLeil9fEeGcvEVw4TRiMqyYW05U_mHwgW55ZZB-PlERNEnzML6tqhW7KUlHokATK5Kkd94cTvzJlarceZClqIjk_S4Dt5Vo6I=w1200-h800-k-no
Pantai Pulau Kelapa Bungkutoko,"2JF3+HV6, Kec. Kendari, Kota Kendari, Sulawesi Tenggara, Indonesia",Kota Kendari,Sulawesi Tenggara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG5VFfQ_SzlFABMZiFCjCr3m3UB5AwihuCTIAfIXp7SvIFNCrMhoViTcSKqJnHmamTXN-pDo-DitwrIrb9AFGHwQEJoSKCY72Ng5HVvmfrvKNvUR96VkE_FKNo_2OyFNlqknoo-RVWlIZ4=w1200-h800-k-no
TUGU KUDA DESA LAILANGGA,"3GMJ+R45, Jl. Poros, Lailangga, Kec. Wadaga, Kabupaten Muna, Sulawesi Tenggara 93652, Indonesia",Kabupaten Muna,Sulawesi Tenggara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEzbLeHw4xkTOJi8p2oV_KQzfK7dKpSKl3DbV-yKngiOPKJsU2xaHqjawVItwgCE2Q42BRjrFrTOEA3nEWwX4A3ZGkTD6LRkwLnYaNYDsQnz9Kujipf_FKlXUEFlAbpLamkGeY6MyR9uMY8=w1200-h800-k-no
Pantai Wasampela,"Wasampela, Kabupaten Buton",Kabupaten Buton,Sulawesi Tenggara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEsl1LCaoBGPVNmW3lDyVtykWjGJvqW-BMgmvQV9c78s8HBbIwgrK6v86Y02TAosIn2_lIQqchJHcBPtufER9RxCKxWMrc7jcex_GIhrimAzj0nwJpU0-s6W23LbQbhU-fDgUOa=w1200-h800-k-no
Bukit tangga bali botutonuo,"F4FV+QX3, Botutonuo, Kec. Kabila Bone, Kabupaten Bone Bolango, Gorontalo 96119, Indonesia",Kabupaten Bone Bolango,Gorontalo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFiPB9p2QagDXKTOjehm877jUOxfnu8D7wNxb-FaN6ryn4Vv6Icc8f4xrt6PWCkf1nw9Tjh5mJ5nIOms1e3WGgtx-vC5SDl0nioZV3SbHmVFVJpiddkP8MIQlANGL2yJw6H0lKZ=w1200-h800-k-no
Limboto Lake,"HXJM+27P, Danau Limboto, Kabupaten Gorontalo",Kabupaten Gorontalo,Gorontalo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGatoyNCo2CfP7Tr08vC6ADiuyQ2KAjPWTY_GEroHmsY8r29EG2-ZPNqKPsZDyS13ODuFPUxWjiSfVUrGcOeZJ3KbtlsqFaleG8WFac9PZS-wRfulnirw3kKRQeSdxYPyyrvRpo=w1200-h800-k-no
Pantai Botuliodu,"8Q95+7F5, Botuliodu, kec Tomin, Kabupaten Bolaang Mongondow Selatan, Sulawesi Utara, Indonesia",Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHauHw-WnMUuAIfjy_vRkCvjXBq9c-Uslq4PyOvJyqWxspoyEH8p0ZQ5z68vXcPKGcD8FAfKZ73YuoAiihnVbWyMgtffggzRZh_G962YZ-G1bWSBsF6C2SXf4IIuyq8g9yaAfud=w1200-h800-k-no
Wisata Air Terjun Desa Gangga,"35PC+GW, Lemusa, Kec. Parigi Sel., Kabupaten Parigi Moutong, Sulawesi Tengah 94471, Indonesia",Kabupaten Parigi Moutong,Sulawesi Tengah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEZ8gcGPVYFM-REFZgWOq-vdg02VnOXx8z5dj13oKH2yfjzuV9TN_VWaQ6KUSWWuVMb2R_pRHEiz_zLfXLnOIZYge7OxBT8UMOeiSIGnG7YT6mIUSgQMUJosG_RXighObAUBatC=w1200-h800-k-no
Goa Tokubet,"7GX9+W46, Tolokibit, Kec. Banggai Sel., Kab. Banggai Laut, Sulawesi Tengah 94891, Indonesia",Kabupaten Banggai Laut,Sulawesi Tengah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFcUjTrb2CsV57rPBnOAK37B0YjMh9vAdzDHv4FTxy71JUkwSgq4Xu2XUCv0a4SIQbUZTbKlpkZGmWUzUBBnZto2cvL1jcF40Qgi_fz96Q6z64isu7GnCeRlOv9r5JvwTRZJJ5a=w1200-h800-k-no
KOYO BEACH,"H5R5+2X7, Koyobunga, Kec. Peling Tengah, Kabupaten Banggai Kepulauan, Sulawesi Tengah, Indonesia",Kabupaten Banggai Kepulauan,Sulawesi Tengah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGtgzgqNTRpARELdE-1mi6mfVWd6imqsbS9Vec4VTJ2dUg7EWUpU9kmp1LtQlVi5PfrXdx062iqc41Ukj7dPpeHvqKAYGmSSHiFdoe0FaONnOXfhKoPyFhdKf-Ckla1ivWDD3_5Kg=w1200-h800-k-no
Air Terjun Sarassa,"GR9J+89G, Rosoan, Kec. Enrekang, Kabupaten Enrekang, Sulawesi Selatan 91711, Indonesia",Kabupaten Enrekang,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHxKXe3PPQ7uBDUrXF9bAExb8pddEed4r47Ih565GbvAZiAaN1luNq9lb0BOanWAcfcM2DFm8VTQ9pBYg8pBdPLUUnDyUyCyF4rwwfXc3kO2qgEHLX62Dpqjv_JTBR6dJm1XvO7bQ=w1200-h800-k-no
Pantai Sukamaju,"XCR9+FH7, Jl. Biso, Bulontio Tim., Kec. Sumalata, Kabupaten Gorontalo Utara, Gorontalo 96254, Indonesia",Kabupaten Gorontalo Utara,Gorontalo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGk-P10i_XG5oA85_YUafChw9HKkdz2ZMVvbmeaONY9VjbrAcM16gosmzYK5LUHbwM1z36ALMJbjlTnw6h4M6UUEfAe0oDLTdBgiFpfEm4I_eJwhvx7YmaXj7TYot5bugDJ1pc=w1200-h800-k-no
Wisata JatiLodungga,"HW7M+739, Unnamed Road, Tabongo Tim., Kabupaten Gorontalo",Kabupaten Gorontalo,Gorontalo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF5VRcurVip6s_4vwhAUOuxaKxPJsnVSxODDuBg0OVncwtp45yl8QhsgV70c0K6ReAIs0_H5ogGjtJF65QPhudvYVQB-0VNH_0csh48NPphSeMciiebmri80DnaGSB8hKfIFyg5UCNob6uI=w1200-h800-k-no
Pantai Motihelumo,"Unnamed Road, XH56+VGC, Dulukapa, Kec. Sumalata, Kabupaten Gorontalo Utara, Gorontalo 96254, Indonesia",Kabupaten Gorontalo Utara,Gorontalo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFliEuGeRv0ftM69Rgh1NyGBMgDr79PSjZUVEZKvfp2X5EbIB_GR8dawyb0_Dn7QPkyOejcMZNsOgQ_7v1lsfrf9B5CEWrVFhuUcTH6EP8piU3X08l9zbAEVhQrIasBnKWOkQoQ=w1200-h800-k-no
Wisata Air Terjun Botuliodu,"8QF2+2RW, Botuliodu, Kec. Posigadan, Kabupaten Bolaang Mongondow Selatan, Sulawesi Utara, Indonesia",Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHAlps1jCUZgR_sanKF9Yzo1w_w6RibocBSHbt2vMyUelhdAsa95xoOA8foYuxfP146-xTPxtaFPNFfz96-u0shYPA3vSleSwr2aol2-fa-P40KZGmS4Vgl3-7cvEXD0xPh-PuHPw=w1200-h800-k-no
Wisata Pantai Nonong,"MG49+JCQ, Nonong, Kec. Batui, Kabupaten Banggai, Sulawesi Tengah, Indonesia",Kabupaten Banggai,Sulawesi Tengah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGDjvgHYD6ZZUp8i8j7d9HTvJDyafh9kKQdCeKWMm684Aiap2ttVNW4doXEF1KWAvW5X3CrHfnt-tZTn_kYoW9_jdIAzsuDZciWaCAYLdhH3k0ok-xjXiOW0PC6ndDG1BKf1vDHIQ=w1200-h800-k-no
PUNCAK BABO ANJAM,"XR38+9VG, Tinading, Kabupaten Toli-Toli",Kabupaten Tolitoli,Sulawesi Tengah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFE0NkvPwbkWGDpFBYvWJETqTZjEo38wcn846TPs-QNU9bSOvmWGDg0j51sbKQOLnmofCV9Gd3kZxGqszlj0j0zMiMaboCJBtsK9TW_V8DZBEAc26yAZoJHKCoLVzyR5RgmnfqgdA=w1200-h800-k-no
permandian toronipa,"4M38+535, Toronipa, Soropia, Kabupaten Konawe, Sulawesi Tenggara, Indonesia",Kabupaten Konawe,Sulawesi Tenggara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFgFi9gKq570vf0jzbZBm51LwRCAnbCEsPFOA5652cwbQSrmwBBV431bW8Xtu0YAqlvJXHFwT96dUHZ62jcjSJ_yjqlUkCNsSQG-nilBrf-a6nT9ZxUaPMRnM3pxqIB9WaKMOhNGA=w1200-h800-k-no
Desa Wisata Biring Ere,"6J85+X7X, Biring Ere, Kec. Bungoro, Kabupaten Pangkajene Dan Kepulauan, Sulawesi Selatan 90651, Indonesia",Kabupaten Pangkajene Dan Kepulauan,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGR8T0sEPVgHtAD3ppq5Vy-4LTe4yM76GiwDxlSp8F_9yIFy8fB28-z4K1dwVD9ErSScU1Em0K96tjBB8Z-1lzYI6THS8UWRcl7JZAyZvel7axm6jHcCj7XJs8_lceoBBFgzZo-aw=w1200-h800-k-no
Rise and Shine,"XJ2V+XW5, Bumi Harapan, Kec. Bacukiki Bar., Kota Parepare, Sulawesi Selatan, Indonesia",Kota Parepare,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH_cxgUmv31vYT2RUtaBAKCm4-_NPq1FiJyjoGcMPiNMXu5b8PMGqETi0FJq8Vv2sReADjLYi3lah41fMNXm6OphK0C_SsRXCKoMRa0czQLBtDoXIGzs8tIunE59PCOqbGuH2Ej=w1200-h800-k-no
Bukit Alitta Madani,"Desa, Alitta, Kec. Mattiro Bulu, Kabupaten Pinrang, Sulawesi Selatan 91271, Indonesia",Kabupaten Pinrang,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGFk9RvTUifOyrMs1p13JEHj4xRWxumOuEL1j_n1P_QivQBizIo78BBqyvuQDc8wGpV9pL1MisZZzLFXc12O3EvIPcVadjqlaHdnGkloLktzf_QpGtUOAup74kuyUR6J-KfBGA=w1200-h800-k-no
Air terjun Talise,"FVMP+W79, Bonto Rannu, Kec. Uluere, Kabupaten Bantaeng, Sulawesi Selatan 92451, Indonesia",Kabupaten Bantaeng,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE8nrAJnJWO_F_NtyMR307c5aZj1x_yeO-lbevMRuVDOrHLL3ADdiorMjKroJ6Yxb58OGXbk0Mu8SuKBLkfQok-ZGiVkQah_J39GL-N9aVFLNs04KXHFaHmNSSsv0qZusNb_pOG=w1200-h800-k-no
Kuburan Alam Alla',"2V2V+J2, Angin-Angin, Kec. Kesu, Kabupaten Toraja Utara, Sulawesi Selatan, Indonesia",Kabupaten Toraja Utara,Sulawesi Selatan,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFuj3fEU6fw8c3A_TWnbYLtXFCoVWpEFCZ2DjxTzFtSNc9tY08yVOyzuiDTT5Ue-3h589axG_duwrSURPkv33YR1EtCb0dHDIa5NdcgfrRmERORk3eDFy_IqL2LnNkd9ccks7KPfg=w1200-h800-k-no
Tugu Perang Dunia II,"FRQR+W9W, Lawangirung, Kec. Wenang, Kota Manado, Sulawesi Utara, Indonesia",Kota Manado,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHaGh-KqDuuHMNJRujlEhNLEv3b32yVGfVVpdpp-WBlPDPyITq2m08Sy9KBwCKjTpP-zCcc4auxZmrhzjmCY3vLEpFHz1Wkcn_WnyrH97jCV81FE-PctewbkzseE_TloZP-Ka7nNg=w1200-h800-k-no
Makam Raja Tadohe,"Q83G+5VQ, Upai, Kec. Kotamobagu Utara, Kota Kotamobagu, Sulawesi Utara, Indonesia",Kota Kotamobagu,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHBb-cqakHe52o2S3T8lw2HNySN4BK0-xOvbF9ShXSNuLokUxOYxPW81zNrI6MKY5i5MZ6cRRG1vkxil4HfE2yHJ-eHsVw6wUj5q9t151vPinerJBKHen2uDb5KlFqu87MhAnna=w1200-h800-k-no
Air terjun muntoi( DAKOL ),"Q6PH+2MW, Muntoi, Kabupaten Bolaang Mongondow",Kabupaten Bolaang Mongondow,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH579FleCjpUWqtbyghjSCZ7Bq5ULspXHQuSsSbSunk9j0vbgDROjvb5YKLbjn-2Pgpds5ae-CXzoUdlInMzXW9yQkjRjXv9FurWdMcWH6dXLCz6LZLBRr60O4gO1lwB5rYCWKUtQ=w1200-h800-k-no
Air Terjun Tudu Aog,"Jl Poros Tuduaog-Kolingangaan, Manembo, Passi Timur, Bolaang Mongondow Regency, North Sulawesi 95372, Indonesia",Kabupaten Bolaang Mongondow,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGRmPcgqMlTXQWRKQw4DOGslInuXhUfEgbLqwVi1xUGtcVTX6OdZLRUJrPGsEtjHJqcAEKkYE3VL-cEdi71stF9QX2XCW8TqIQ6fkug7r4pn_0M5k2wceEzINCVzGM8yuVwd_J0tg=w1200-h800-k-no
Wisata PULAU PARA,"3G82+MHP, Para, Kec. Tatoareng, Kabupaten Kepulauan Sangihe, Sulawesi Utara, Indonesia",Kabupaten Kepulauan Sangihe,Sulawesi Utara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHTLfkUJ-04xFhq5cw66G2xv26iYbylHYkNHxbEpPCjic0D98PSA7THqd9mnO4N0BiRfd_doQO7DeUr4DAQDwE18VKJ5hmsj8A3axIYuDKYzJtwLZDReeQJrllOVnIdu2o-z0RY=w1200-h800-k-no
Wisata Kebun Bunga OVA,"8V25+MH7, Jl. H. Patila, Pantoloan, Kota Palu",Kota Palu,Sulawesi Tengah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHXv0m0NWc2eRhqPEVLiOFGp6B747BoMJMTgb6mGsGbEJkb8ulPqYPZaZr52GM5hvs3oyfEuoyKLKjxEOTQ7pU5NaeIByj8uBzV0jW8ewwWcG0DSnma_YHcXmfRZXg2bm05aZyJKg=w1200-h800-k-no
Pantai Batu Kapal,"79QP+CF6, Unnamed Road, Lalong, Kabupaten Banggai Kepulauan",Kabupaten Banggai Kepulauan,Sulawesi Tengah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHMfC-NHyEvDMY8JmvC4JKuRXx5Snys3WluE8UtQbSRolomCBBHrgLEu8PlO-uY0bPmY5vFJ4cDT0q9uDqSfiwmArsQN6xYdvE12W5Rrwwo3Cg7FB78VgvG2aLYZV9976aQf2QXPQ=w1200-h800-k-no
BOLRE ATO BVULYUD,"593W+MG, Kulango, Kec. Biau, Kabupaten Buol, Sulawesi Tengah 94565, Indonesia",Kabupaten Buol,Sulawesi Tengah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGcizdK7RBRGtfduLBYBlBclEoMZVrnnDY7Mvgqz6GRJ2AS6kbswUpVJz4QN2_N7OQ5sj-KkqYdFsamZ_8mFDnfrlL64jTtzffyg6qY2faIM53ZpmXdmIcpoX_37Mt1MBF1LHTi=w1200-h800-k-no
Gerbang utama Masjid Al alam,"2GCJ+2PG, Jl. Masjid Al Alam, Lalolara, Kec. Kambu, Kota Kendari, Sulawesi Tenggara 93231, Indonesia",Kota Kendari,Sulawesi Tenggara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHjpuRWWhTgoBpNHbL_wETOCLTR0w8BBJ2fnq7xfkswtm5bVXKrXRXjTy7JbwN8_CYCA6DQ44pIkFG-j_V1Ym0TtIX7vvB1uR68MpoROFdtsTlE_GVTbKbwsSpniLu2liIkU4gxQQ=w1200-h800-k-no
Desa labengki,"HC2F+2X6, Labengi, Kec. Lasolo, Kabupaten Konawe Utara, Sulawesi Tenggara 93352, Indonesia",Kabupaten Konawe Utara,Sulawesi Tenggara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEqdlWX2vJWRTHqTzBqhSl9fCCsWogANN_T_4iJMKelyN9X4LVY40mem9iIOzyug_mQoXXTFLZ1razdzx1Kfryv9mJeNl5QPObIzGCTeVnhaW56KULvSoo1RAhJjBP3IJ-7c206ag=w1200-h800-k-no
